2495, 2.821099
2495, 2.341884
2495, 2.745168
2495, 2.776622
2495, 2.777414
2495, 2.708515
2495, 2.496528
2495, 2.235285
2495, 2.620460
2495, 2.761715
2495, 2.516701
2495, 2.760353
2495, 2.522112
2495, 2.881158
2495, 2.890991
2495, 2.341872
2495, 2.546971
2495, 2.892814
2495, 2.746149
2495, 2.788068
2495, 2.633493
2495, 2.115513
2495, 2.617188
2495, 2.619577
2495, 2.822841
2495, 2.399968
2495, 2.553905
2495, 2.800238
2495, 2.782712
2495, 2.846913
2495, 2.555256
2495, 2.885497
2495, 2.137830
2495, 2.850561
2495, 2.871969
2495, 2.754415
2495, 2.604562
2495, 2.676195
2495, 2.572329
2495, 2.773478
2495, 2.595378
2495, 2.606274
2495, 2.562128
2495, 2.645731
2495, 2.906963
2495, 2.882110
2495, 2.330122
2495, 2.335897
2495, 2.323254
2495, 2.753430
2495, 2.643003
2495, 2.465371
2495, 2.242350
2495, 2.780521
2495, 2.410884
2495, 2.735397
2495, 2.195991
2495, 2.459985
2495, 2.260319
2495, 2.495578
2495, 2.615363
2495, 2.729262
2495, 2.204304
2495, 2.247011
2495, 2.652262
2495, 2.776041
2495, 2.632345
2495, 2.833887
2495, 2.812620
2495, 2.520805
2495, 2.804645
2495, 2.682690
2495, 2.804722
2495, 2.701316
2495, 2.646057
2495, 2.584442
2495, 2.264028
2495, 2.682021
2495, 2.035460
2495, 2.823965
2495, 2.872051
2495, 2.577132
2495, 2.742539
2495, 2.661140
2495, 2.428080
2495, 2.700508
2495, 2.693937
2495, 2.470504
2495, 2.611279
2495, 2.420529
2495, 2.694667
2495, 2.447795
2495, 2.085745
2495, 2.914020
2495, 2.828465
2495, 2.616649
2495, 2.646747
2495, 2.447462
2495, 2.592271
2495, 2.319893
2495, 2.344053
2495, 2.518222
2495, 2.734806
2495, 2.398038
2495, 2.156257
2495, 2.176220
2495, 2.775202
2495, 2.441481
2495, 2.913802
2495, 2.248079
2495, 2.537776
2495, 2.839326
2495, 2.265275
2495, 2.197054
2495, 2.753984
2495, 2.313704
2495, 2.186145
2495, 2.832786
2495, 2.458259
2495, 2.280925
2495, 2.392962
2495, 2.874304
2495, 2.733701
2495, 2.234644
2495, 2.072417
2495, 2.568674
2495, 2.206840
2495, 2.610782
2495, 2.600038
2495, 2.196353
2495, 2.464332
2495, 2.806037
2495, 2.796670
2495, 2.614250
2495, 2.655777
2495, 2.404501
2495, 2.884362
2495, 2.854634
2495, 2.794154
2495, 2.638417
2495, 2.203474
2495, 2.512151
2495, 2.853966
2495, 2.724914
2495, 2.477553
2495, 2.829793
2495, 2.554740
2495, 2.545413
2495, 2.503321
2495, 2.820496
2495, 2.349052
2495, 2.860651
2495, 2.736866
2495, 2.657617
2495, 2.376107
2495, 2.710902
2495, 2.446853
2495, 2.399050
2495, 2.316197
2495, 2.661059
2495, 2.424153
2495, 2.888415
2495, 2.407963
