Time_step, Time, Epot, Ekin, Etot
533, 5.330000, -0.067056, 0.296744, 0.229688
534, 5.340000, -0.066889, 0.296584, 0.229695
535, 5.350000, -0.066723, 0.296424, 0.229701
536, 5.360000, -0.066557, 0.296264, 0.229707
537, 5.370000, -0.066391, 0.296104, 0.229713
538, 5.380000, -0.066225, 0.295944, 0.229719
539, 5.390000, -0.066060, 0.295785, 0.229725
540, 5.400000, -0.065895, 0.295626, 0.229731
541, 5.410000, -0.065730, 0.295467, 0.229737
542, 5.420000, -0.065565, 0.295308, 0.229743
543, 5.430000, -0.065401, 0.295150, 0.229749
544, 5.440000, -0.065237, 0.294992, 0.229755
545, 5.450000, -0.065073, 0.294834, 0.229761
546, 5.460000, -0.064909, 0.294676, 0.229767
547, 5.470000, -0.064746, 0.294518, 0.229773
548, 5.480000, -0.064582, 0.294361, 0.229778
549, 5.490000, -0.064419, 0.294204, 0.229784
550, 5.500000, -0.064257, 0.294047, 0.229790
551, 5.510000, -0.064094, 0.293890, 0.229795
552, 5.520000, -0.063932, 0.293733, 0.229801
553, 5.530000, -0.063771, 0.293577, 0.229807
554, 5.540000, -0.063609, 0.293421, 0.229812
555, 5.550000, -0.063448, 0.293265, 0.229818
556, 5.560000, -0.063287, 0.293110, 0.229823
557, 5.570000, -0.063126, 0.292955, 0.229829
558, 5.580000, -0.062965, 0.292800, 0.229834
559, 5.590000, -0.062805, 0.292645, 0.229840
560, 5.600000, -0.062645, 0.292490, 0.229845
561, 5.610000, -0.062486, 0.292336, 0.229850
562, 5.620000, -0.062326, 0.292182, 0.229856
563, 5.630000, -0.062167, 0.292028, 0.229861
564, 5.640000, -0.062008, 0.291875, 0.229866
565, 5.650000, -0.061850, 0.291721, 0.229871
566, 5.660000, -0.061692, 0.291568, 0.229877
567, 5.670000, -0.061534, 0.291416, 0.229882
568, 5.680000, -0.061376, 0.291263, 0.229887
569, 5.690000, -0.061219, 0.291111, 0.229892
570, 5.700000, -0.061062, 0.290959, 0.229897
571, 5.710000, -0.060905, 0.290807, 0.229902
572, 5.720000, -0.060749, 0.290656, 0.229907
573, 5.730000, -0.060593, 0.290505, 0.229912
574, 5.740000, -0.060437, 0.290354, 0.229917
575, 5.750000, -0.060281, 0.290203, 0.229922
576, 5.760000, -0.060126, 0.290053, 0.229926
577, 5.770000, -0.059972, 0.289903, 0.229931
578, 5.780000, -0.059817, 0.289753, 0.229936
579, 5.790000, -0.059663, 0.289603, 0.229941
580, 5.800000, -0.059509, 0.289454, 0.229945
581, 5.810000, -0.059355, 0.289305, 0.229950
582, 5.820000, -0.059202, 0.289157, 0.229954
583, 5.830000, -0.059049, 0.289008, 0.229959
584, 5.840000, -0.058897, 0.288860, 0.229963
585, 5.850000, -0.058744, 0.288712, 0.229968
586, 5.860000, -0.058592, 0.288565, 0.229972
587, 5.870000, -0.058441, 0.288418, 0.229977
588, 5.880000, -0.058290, 0.288271, 0.229981
589, 5.890000, -0.058139, 0.288124, 0.229985
590, 5.900000, -0.057988, 0.287978, 0.229990
591, 5.910000, -0.057838, 0.287832, 0.229994
592, 5.920000, -0.057688, 0.287686, 0.229998
593, 5.930000, -0.057538, 0.287541, 0.230002
594, 5.940000, -0.057389, 0.287396, 0.230007
595, 5.950000, -0.057240, 0.287251, 0.230011
596, 5.960000, -0.057092, 0.287107, 0.230015
597, 5.970000, -0.056944, 0.286962, 0.230019
598, 5.980000, -0.056796, 0.286819, 0.230023
599, 5.990000, -0.056648, 0.286675, 0.230027
600, 6.000000, -0.056501, 0.286532, 0.230030
601, 6.010000, -0.056355, 0.286389, 0.230034
602, 6.020000, -0.056208, 0.286246, 0.230038
603, 6.030000, -0.056062, 0.286104, 0.230042
604, 6.040000, -0.055917, 0.285962, 0.230046
605, 6.050000, -0.055771, 0.285821, 0.230049
606, 6.060000, -0.055627, 0.285679, 0.230053
607, 6.070000, -0.055482, 0.285539, 0.230057
608, 6.080000, -0.055338, 0.285398, 0.230060
609, 6.090000, -0.055194, 0.285258, 0.230064
610, 6.100000, -0.055051, 0.285118, 0.230067
611, 6.110000, -0.054908, 0.284978, 0.230071
612, 6.120000, -0.054765, 0.284839, 0.230074
613, 6.130000, -0.054623, 0.284700, 0.230077
614, 6.140000, -0.054481, 0.284562, 0.230081
615, 6.150000, -0.054339, 0.284423, 0.230084
616, 6.160000, -0.054198, 0.284285, 0.230087
617, 6.170000, -0.054057, 0.284148, 0.230090
618, 6.180000, -0.053917, 0.284011, 0.230094
619, 6.190000, -0.053777, 0.283874, 0.230097
620, 6.200000, -0.053638, 0.283737, 0.230100
621, 6.210000, -0.053498, 0.283601, 0.230103
622, 6.220000, -0.053360, 0.283465, 0.230106
623, 6.230000, -0.053221, 0.283330, 0.230109
624, 6.240000, -0.053083, 0.283195, 0.230112
625, 6.250000, -0.052946, 0.283060, 0.230115
626, 6.260000, -0.052809, 0.282926, 0.230117
627, 6.270000, -0.052672, 0.282792, 0.230120
628, 6.280000, -0.052535, 0.282658, 0.230123
629, 6.290000, -0.052399, 0.282525, 0.230126
630, 6.300000, -0.052264, 0.282392, 0.230128
631, 6.310000, -0.052129, 0.282260, 0.230131
632, 6.320000, -0.051994, 0.282127, 0.230133
633, 6.330000, -0.051860, 0.281996, 0.230136
634, 6.340000, -0.051726, 0.281864, 0.230138
635, 6.350000, -0.051592, 0.281733, 0.230141
636, 6.360000, -0.051459, 0.281602, 0.230143
637, 6.370000, -0.051327, 0.281472, 0.230145
638, 6.380000, -0.051194, 0.281342, 0.230148
639, 6.390000, -0.051063, 0.281213, 0.230150
640, 6.400000, -0.050931, 0.281083, 0.230152
641, 6.410000, -0.050800, 0.280955, 0.230154
642, 6.420000, -0.050670, 0.280826, 0.230156
643, 6.430000, -0.050540, 0.280698, 0.230159
644, 6.440000, -0.050410, 0.280571, 0.230161
645, 6.450000, -0.050281, 0.280443, 0.230163
646, 6.460000, -0.050152, 0.280317, 0.230165
647, 6.470000, -0.050024, 0.280190, 0.230166
648, 6.480000, -0.049896, 0.280064, 0.230168
649, 6.490000, -0.049768, 0.279938, 0.230170
650, 6.500000, -0.049641, 0.279813, 0.230172
651, 6.510000, -0.049515, 0.279688, 0.230174
652, 6.520000, -0.049389, 0.279564, 0.230175
653, 6.530000, -0.049263, 0.279440, 0.230177
654, 6.540000, -0.049138, 0.279316, 0.230178
655, 6.550000, -0.049013, 0.279193, 0.230180
656, 6.560000, -0.048888, 0.279070, 0.230181
657, 6.570000, -0.048764, 0.278947, 0.230183
658, 6.580000, -0.048641, 0.278825, 0.230184
659, 6.590000, -0.048518, 0.278704, 0.230186
660, 6.600000, -0.048395, 0.278582, 0.230187
661, 6.610000, -0.048273, 0.278461, 0.230188
662, 6.620000, -0.048152, 0.278341, 0.230189
663, 6.630000, -0.048031, 0.278221, 0.230190
664, 6.640000, -0.047910, 0.278101, 0.230192
665, 6.650000, -0.047790, 0.277982, 0.230193
666, 6.660000, -0.047670, 0.277863, 0.230194
667, 6.670000, -0.047550, 0.277745, 0.230195
668, 6.680000, -0.047432, 0.277627, 0.230196
669, 6.690000, -0.047313, 0.277510, 0.230196
670, 6.700000, -0.047195, 0.277393, 0.230197
671, 6.710000, -0.047078, 0.277276, 0.230198
672, 6.720000, -0.046961, 0.277160, 0.230199
673, 6.730000, -0.046844, 0.277044, 0.230199
674, 6.740000, -0.046728, 0.276928, 0.230200
675, 6.750000, -0.046613, 0.276813, 0.230201
676, 6.760000, -0.046498, 0.276699, 0.230201
677, 6.770000, -0.046383, 0.276585, 0.230202
678, 6.780000, -0.046269, 0.276471, 0.230202
679, 6.790000, -0.046155, 0.276358, 0.230203
680, 6.800000, -0.046042, 0.276245, 0.230203
681, 6.810000, -0.045929, 0.276133, 0.230203
682, 6.820000, -0.045817, 0.276021, 0.230203
683, 6.830000, -0.045706, 0.275909, 0.230204
684, 6.840000, -0.045594, 0.275798, 0.230204
685, 6.850000, -0.045484, 0.275688, 0.230204
686, 6.860000, -0.045373, 0.275577, 0.230204
687, 6.870000, -0.045264, 0.275468, 0.230204
688, 6.880000, -0.045154, 0.275358, 0.230204
689, 6.890000, -0.045046, 0.275249, 0.230204
690, 6.900000, -0.044937, 0.275141, 0.230204
691, 6.910000, -0.044830, 0.275033, 0.230204
692, 6.920000, -0.044722, 0.274926, 0.230203
693, 6.930000, -0.044615, 0.274819, 0.230203
694, 6.940000, -0.044509, 0.274712, 0.230203
695, 6.950000, -0.044403, 0.274606, 0.230202
696, 6.960000, -0.044298, 0.274500, 0.230202
697, 6.970000, -0.044193, 0.274395, 0.230201
698, 6.980000, -0.044089, 0.274290, 0.230201
699, 6.990000, -0.043985, 0.274186, 0.230200
700, 7.000000, -0.043882, 0.274082, 0.230200
701, 7.010000, -0.043779, 0.273978, 0.230199
702, 7.020000, -0.043677, 0.273875, 0.230198
703, 7.030000, -0.043575, 0.273773, 0.230198
704, 7.040000, -0.043474, 0.273671, 0.230197
705, 7.050000, -0.043373, 0.273569, 0.230196
706, 7.060000, -0.043273, 0.273468, 0.230195
707, 7.070000, -0.043173, 0.273367, 0.230194
708, 7.080000, -0.043074, 0.273267, 0.230193
709, 7.090000, -0.042976, 0.273167, 0.230192
710, 7.100000, -0.042878, 0.273068, 0.230191
711, 7.110000, -0.042780, 0.272969, 0.230190
712, 7.120000, -0.042683, 0.272871, 0.230188
713, 7.130000, -0.042586, 0.272773, 0.230187
714, 7.140000, -0.042490, 0.272676, 0.230186
715, 7.150000, -0.042395, 0.272579, 0.230184
716, 7.160000, -0.042300, 0.272483, 0.230183
717, 7.170000, -0.042205, 0.272387, 0.230181
718, 7.180000, -0.042111, 0.272291, 0.230180
719, 7.190000, -0.042018, 0.272196, 0.230178
720, 7.200000, -0.041925, 0.272102, 0.230177
721, 7.210000, -0.041833, 0.272007, 0.230175
722, 7.220000, -0.041741, 0.271914, 0.230173
723, 7.230000, -0.041649, 0.271821, 0.230171
724, 7.240000, -0.041559, 0.271728, 0.230170
725, 7.250000, -0.041468, 0.271636, 0.230168
726, 7.260000, -0.041379, 0.271544, 0.230166
727, 7.270000, -0.041289, 0.271453, 0.230164
728, 7.280000, -0.041201, 0.271363, 0.230162
729, 7.290000, -0.041113, 0.271272, 0.230160
730, 7.300000, -0.041025, 0.271183, 0.230157
731, 7.310000, -0.040938, 0.271093, 0.230155
732, 7.320000, -0.040852, 0.271005, 0.230153
733, 7.330000, -0.040766, 0.270916, 0.230151
734, 7.340000, -0.040680, 0.270829, 0.230148
735, 7.350000, -0.040595, 0.270741, 0.230146
736, 7.360000, -0.040511, 0.270655, 0.230144
737, 7.370000, -0.040427, 0.270568, 0.230141
738, 7.380000, -0.040344, 0.270483, 0.230138
739, 7.390000, -0.040261, 0.270397, 0.230136
740, 7.400000, -0.040179, 0.270312, 0.230133
741, 7.410000, -0.040098, 0.270228, 0.230131
742, 7.420000, -0.040017, 0.270144, 0.230128
743, 7.430000, -0.039936, 0.270061, 0.230125
744, 7.440000, -0.039856, 0.269978, 0.230122
745, 7.450000, -0.039777, 0.269896, 0.230119
746, 7.460000, -0.039698, 0.269814, 0.230116
747, 7.470000, -0.039620, 0.269733, 0.230113
748, 7.480000, -0.039542, 0.269652, 0.230110
749, 7.490000, -0.039465, 0.269572, 0.230107
750, 7.500000, -0.039388, 0.269492, 0.230104
751, 7.510000, -0.039312, 0.269412, 0.230101
752, 7.520000, -0.039236, 0.269334, 0.230097
753, 7.530000, -0.039161, 0.269255, 0.230094
754, 7.540000, -0.039087, 0.269177, 0.230091
755, 7.550000, -0.039013, 0.269100, 0.230087
756, 7.560000, -0.038940, 0.269023, 0.230084
757, 7.570000, -0.038867, 0.268947, 0.230080
758, 7.580000, -0.038795, 0.268871, 0.230076
759, 7.590000, -0.038723, 0.268796, 0.230073
760, 7.600000, -0.038652, 0.268721, 0.230069
761, 7.610000, -0.038582, 0.268647, 0.230065
762, 7.620000, -0.038512, 0.268573, 0.230062
763, 7.630000, -0.038442, 0.268500, 0.230058
764, 7.640000, -0.038374, 0.268427, 0.230054
765, 7.650000, -0.038305, 0.268355, 0.230050
766, 7.660000, -0.038238, 0.268283, 0.230046
767, 7.670000, -0.038170, 0.268212, 0.230042
768, 7.680000, -0.038104, 0.268142, 0.230038
769, 7.690000, -0.038038, 0.268071, 0.230033
770, 7.700000, -0.037973, 0.268002, 0.230029
771, 7.710000, -0.037908, 0.267933, 0.230025
772, 7.720000, -0.037843, 0.267864, 0.230021
773, 7.730000, -0.037780, 0.267796, 0.230016
774, 7.740000, -0.037717, 0.267728, 0.230012
775, 7.750000, -0.037654, 0.267661, 0.230007
776, 7.760000, -0.037592, 0.267595, 0.230003
777, 7.770000, -0.037531, 0.267529, 0.229998
778, 7.780000, -0.037470, 0.267463, 0.229993
779, 7.790000, -0.037409, 0.267398, 0.229989
780, 7.800000, -0.037350, 0.267334, 0.229984
781, 7.810000, -0.037291, 0.267270, 0.229979
782, 7.820000, -0.037232, 0.267206, 0.229974
783, 7.830000, -0.037174, 0.267144, 0.229969
784, 7.840000, -0.037117, 0.267081, 0.229964
785, 7.850000, -0.037060, 0.267019, 0.229959
786, 7.860000, -0.037004, 0.266958, 0.229954
787, 7.870000, -0.036948, 0.266897, 0.229949
788, 7.880000, -0.036893, 0.266837, 0.229944
789, 7.890000, -0.036838, 0.266777, 0.229939
790, 7.900000, -0.036784, 0.266718, 0.229934
791, 7.910000, -0.036731, 0.266659, 0.229928
792, 7.920000, -0.036678, 0.266601, 0.229923
793, 7.930000, -0.036626, 0.266543, 0.229917
794, 7.940000, -0.036574, 0.266486, 0.229912
795, 7.950000, -0.036523, 0.266430, 0.229906
796, 7.960000, -0.036473, 0.266374, 0.229901
797, 7.970000, -0.036423, 0.266318, 0.229895
798, 7.980000, -0.036374, 0.266263, 0.229889
799, 7.990000, -0.036325, 0.266208, 0.229884
800, 8.000000, -0.036277, 0.266154, 0.229878
801, 8.010000, -0.036229, 0.266101, 0.229872
802, 8.020000, -0.036182, 0.266048, 0.229866
803, 8.030000, -0.036136, 0.265996, 0.229860
804, 8.040000, -0.036090, 0.265944, 0.229854
805, 8.050000, -0.036045, 0.265893, 0.229848
806, 8.060000, -0.036000, 0.265842, 0.229842
807, 8.070000, -0.035956, 0.265792, 0.229836
808, 8.080000, -0.035912, 0.265742, 0.229830
809, 8.090000, -0.035869, 0.265693, 0.229823
810, 8.100000, -0.035827, 0.265644, 0.229817
811, 8.110000, -0.035785, 0.265596, 0.229810
812, 8.120000, -0.035744, 0.265548, 0.229804
813, 8.130000, -0.035704, 0.265501, 0.229798
814, 8.140000, -0.035664, 0.265455, 0.229791
815, 8.150000, -0.035624, 0.265409, 0.229784
816, 8.160000, -0.035585, 0.265363, 0.229778
817, 8.170000, -0.035547, 0.265318, 0.229771
818, 8.180000, -0.035510, 0.265274, 0.229764
819, 8.190000, -0.035473, 0.265230, 0.229757
820, 8.200000, -0.035436, 0.265187, 0.229751
821, 8.210000, -0.035400, 0.265144, 0.229744
822, 8.220000, -0.035365, 0.265102, 0.229737
823, 8.230000, -0.035330, 0.265060, 0.229730
824, 8.240000, -0.035296, 0.265019, 0.229723
825, 8.250000, -0.035263, 0.264978, 0.229716
826, 8.260000, -0.035230, 0.264938, 0.229708
827, 8.270000, -0.035197, 0.264898, 0.229701
828, 8.280000, -0.035165, 0.264859, 0.229694
829, 8.290000, -0.035134, 0.264821, 0.229686
830, 8.300000, -0.035104, 0.264783, 0.229679
831, 8.310000, -0.035074, 0.264745, 0.229672
832, 8.320000, -0.035044, 0.264708, 0.229664
833, 8.330000, -0.035015, 0.264672, 0.229657
834, 8.340000, -0.034987, 0.264636, 0.229649
835, 8.350000, -0.034960, 0.264601, 0.229641
836, 8.360000, -0.034932, 0.264566, 0.229634
837, 8.370000, -0.034906, 0.264532, 0.229626
838, 8.380000, -0.034880, 0.264498, 0.229618
839, 8.390000, -0.034855, 0.264465, 0.229610
840, 8.400000, -0.034830, 0.264432, 0.229602
841, 8.410000, -0.034806, 0.264400, 0.229594
842, 8.420000, -0.034782, 0.264369, 0.229586
843, 8.430000, -0.034759, 0.264338, 0.229578
844, 8.440000, -0.034737, 0.264307, 0.229570
845, 8.450000, -0.034715, 0.264277, 0.229562
846, 8.460000, -0.034694, 0.264248, 0.229554
847, 8.470000, -0.034674, 0.264219, 0.229546
848, 8.480000, -0.034654, 0.264191, 0.229537
849, 8.490000, -0.034634, 0.264163, 0.229529
850, 8.500000, -0.034615, 0.264136, 0.229520
851, 8.510000, -0.034597, 0.264109, 0.229512
852, 8.520000, -0.034579, 0.264083, 0.229503
853, 8.530000, -0.034562, 0.264057, 0.229495
854, 8.540000, -0.034546, 0.264032, 0.229486
855, 8.550000, -0.034530, 0.264007, 0.229478
856, 8.560000, -0.034515, 0.263983, 0.229469
857, 8.570000, -0.034500, 0.263960, 0.229460
858, 8.580000, -0.034486, 0.263937, 0.229451
859, 8.590000, -0.034472, 0.263914, 0.229442
860, 8.600000, -0.034459, 0.263893, 0.229433
861, 8.610000, -0.034447, 0.263871, 0.229424
862, 8.620000, -0.034435, 0.263850, 0.229415
863, 8.630000, -0.034424, 0.263830, 0.229406
864, 8.640000, -0.034413, 0.263810, 0.229397
865, 8.650000, -0.034403, 0.263791, 0.229388
866, 8.660000, -0.034394, 0.263772, 0.229379
867, 8.670000, -0.034385, 0.263754, 0.229369
868, 8.680000, -0.034377, 0.263737, 0.229360
869, 8.690000, -0.034369, 0.263719, 0.229351
870, 8.700000, -0.034362, 0.263703, 0.229341
871, 8.710000, -0.034355, 0.263687, 0.229332
872, 8.720000, -0.034349, 0.263671, 0.229322
873, 8.730000, -0.034344, 0.263656, 0.229312
874, 8.740000, -0.034339, 0.263642, 0.229303
875, 8.750000, -0.034335, 0.263628, 0.229293
876, 8.760000, -0.034331, 0.263615, 0.229283
877, 8.770000, -0.034328, 0.263602, 0.229274
878, 8.780000, -0.034326, 0.263590, 0.229264
879, 8.790000, -0.034324, 0.263578, 0.229254
880, 8.800000, -0.034323, 0.263567, 0.229244
881, 8.810000, -0.034322, 0.263556, 0.229234
882, 8.820000, -0.034322, 0.263546, 0.229224
883, 8.830000, -0.034322, 0.263536, 0.229214
884, 8.840000, -0.034323, 0.263527, 0.229204
885, 8.850000, -0.034325, 0.263518, 0.229193
886, 8.860000, -0.034327, 0.263510, 0.229183
887, 8.870000, -0.034330, 0.263503, 0.229173
888, 8.880000, -0.034333, 0.263496, 0.229162
889, 8.890000, -0.034337, 0.263489, 0.229152
890, 8.900000, -0.034342, 0.263483, 0.229142
891, 8.910000, -0.034347, 0.263478, 0.229131
892, 8.920000, -0.034353, 0.263473, 0.229121
893, 8.930000, -0.034359, 0.263469, 0.229110
894, 8.940000, -0.034366, 0.263465, 0.229099
895, 8.950000, -0.034373, 0.263462, 0.229089
896, 8.960000, -0.034381, 0.263459, 0.229078
897, 8.970000, -0.034390, 0.263457, 0.229067
898, 8.980000, -0.034399, 0.263455, 0.229056
899, 8.990000, -0.034408, 0.263454, 0.229045
900, 9.000000, -0.034419, 0.263453, 0.229034
901, 9.010000, -0.034430, 0.263453, 0.229023
902, 9.020000, -0.034441, 0.263453, 0.229012
903, 9.030000, -0.034453, 0.263454, 0.229001
904, 9.040000, -0.034465, 0.263456, 0.228990
905, 9.050000, -0.034479, 0.263458, 0.228979
906, 9.060000, -0.034492, 0.263460, 0.228968
907, 9.070000, -0.034507, 0.263463, 0.228957
908, 9.080000, -0.034521, 0.263467, 0.228945
909, 9.090000, -0.034537, 0.263471, 0.228934
910, 9.100000, -0.034553, 0.263475, 0.228922
911, 9.110000, -0.034569, 0.263480, 0.228911
912, 9.120000, -0.034586, 0.263486, 0.228899
913, 9.130000, -0.034604, 0.263492, 0.228888
914, 9.140000, -0.034622, 0.263499, 0.228876
915, 9.150000, -0.034641, 0.263506, 0.228865
916, 9.160000, -0.034660, 0.263513, 0.228853
917, 9.170000, -0.034680, 0.263522, 0.228841
918, 9.180000, -0.034701, 0.263530, 0.228829
919, 9.190000, -0.034722, 0.263539, 0.228818
920, 9.200000, -0.034744, 0.263549, 0.228806
921, 9.210000, -0.034766, 0.263559, 0.228794
922, 9.220000, -0.034788, 0.263570, 0.228782
923, 9.230000, -0.034812, 0.263581, 0.228770
924, 9.240000, -0.034836, 0.263593, 0.228758
925, 9.250000, -0.034860, 0.263606, 0.228745
926, 9.260000, -0.034885, 0.263618, 0.228733
927, 9.270000, -0.034911, 0.263632, 0.228721
928, 9.280000, -0.034937, 0.263645, 0.228709
929, 9.290000, -0.034963, 0.263660, 0.228697
930, 9.300000, -0.034990, 0.263675, 0.228684
931, 9.310000, -0.035018, 0.263690, 0.228672
932, 9.320000, -0.035047, 0.263706, 0.228659
933, 9.330000, -0.035075, 0.263722, 0.228647
934, 9.340000, -0.035105, 0.263739, 0.228634
935, 9.350000, -0.035135, 0.263756, 0.228622
936, 9.360000, -0.035165, 0.263774, 0.228609
937, 9.370000, -0.035196, 0.263793, 0.228596
938, 9.380000, -0.035228, 0.263812, 0.228584
939, 9.390000, -0.035260, 0.263831, 0.228571
940, 9.400000, -0.035293, 0.263851, 0.228558
941, 9.410000, -0.035326, 0.263871, 0.228545
942, 9.420000, -0.035360, 0.263892, 0.228532
943, 9.430000, -0.035394, 0.263913, 0.228519
944, 9.440000, -0.035429, 0.263935, 0.228506
945, 9.450000, -0.035464, 0.263958, 0.228493
946, 9.460000, -0.035500, 0.263981, 0.228480
947, 9.470000, -0.035537, 0.264004, 0.228467
948, 9.480000, -0.035574, 0.264028, 0.228454
949, 9.490000, -0.035611, 0.264052, 0.228441
950, 9.500000, -0.035650, 0.264077, 0.228428
951, 9.510000, -0.035688, 0.264103, 0.228414
952, 9.520000, -0.035727, 0.264128, 0.228401
953, 9.530000, -0.035767, 0.264155, 0.228388
954, 9.540000, -0.035807, 0.264182, 0.228374
955, 9.550000, -0.035848, 0.264209, 0.228361
956, 9.560000, -0.035890, 0.264237, 0.228347
957, 9.570000, -0.035931, 0.264265, 0.228334
958, 9.580000, -0.035974, 0.264294, 0.228320
959, 9.590000, -0.036017, 0.264323, 0.228306
960, 9.600000, -0.036060, 0.264353, 0.228293
961, 9.610000, -0.036104, 0.264383, 0.228279
962, 9.620000, -0.036149, 0.264414, 0.228265
963, 9.630000, -0.036194, 0.264445, 0.228251
964, 9.640000, -0.036239, 0.264477, 0.228237
965, 9.650000, -0.036285, 0.264509, 0.228224
966, 9.660000, -0.036332, 0.264542, 0.228210
967, 9.670000, -0.036379, 0.264575, 0.228196
968, 9.680000, -0.036427, 0.264608, 0.228182
969, 9.690000, -0.036475, 0.264643, 0.228168
970, 9.700000, -0.036524, 0.264677, 0.228153
971, 9.710000, -0.036573, 0.264712, 0.228139
972, 9.720000, -0.036623, 0.264748, 0.228125
973, 9.730000, -0.036673, 0.264784, 0.228111
974, 9.740000, -0.036724, 0.264820, 0.228097
975, 9.750000, -0.036775, 0.264857, 0.228082
976, 9.760000, -0.036827, 0.264895, 0.228068
977, 9.770000, -0.036879, 0.264932, 0.228054
978, 9.780000, -0.036932, 0.264971, 0.228039
979, 9.790000, -0.036985, 0.265010, 0.228025
980, 9.800000, -0.037039, 0.265049, 0.228010
981, 9.810000, -0.037093, 0.265089, 0.227996
982, 9.820000, -0.037148, 0.265129, 0.227981
983, 9.830000, -0.037203, 0.265170, 0.227966
984, 9.840000, -0.037259, 0.265211, 0.227952
985, 9.850000, -0.037316, 0.265253, 0.227937
986, 9.860000, -0.037372, 0.265295, 0.227922
987, 9.870000, -0.037430, 0.265337, 0.227907
988, 9.880000, -0.037488, 0.265380, 0.227893
989, 9.890000, -0.037546, 0.265424, 0.227878
990, 9.900000, -0.037605, 0.265468, 0.227863
991, 9.910000, -0.037664, 0.265512, 0.227848
992, 9.920000, -0.037724, 0.265557, 0.227833
993, 9.930000, -0.037784, 0.265602, 0.227818
994, 9.940000, -0.037845, 0.265648, 0.227803
995, 9.950000, -0.037906, 0.265694, 0.227788
996, 9.960000, -0.037968, 0.265741, 0.227773
997, 9.970000, -0.038030, 0.265788, 0.227757
998, 9.980000, -0.038093, 0.265835, 0.227742
999, 9.990000, -0.038157, 0.265883, 0.227727
1000, 10.000000, -0.038220, 0.265932, 0.227712
1001, 10.010000, -0.038284, 0.265981, 0.227696
1002, 10.020000, -0.038349, 0.266030, 0.227681
1003, 10.030000, -0.038414, 0.266080, 0.227666
1004, 10.040000, -0.038480, 0.266130, 0.227650
1005, 10.050000, -0.038546, 0.266181, 0.227635
1006, 10.060000, -0.038613, 0.266232, 0.227619
1007, 10.070000, -0.038680, 0.266284, 0.227604
1008, 10.080000, -0.038748, 0.266336, 0.227588
1009, 10.090000, -0.038816, 0.266388, 0.227572
1010, 10.100000, -0.038884, 0.266441, 0.227557
1011, 10.110000, -0.038953, 0.266494, 0.227541
1012, 10.120000, -0.039023, 0.266548, 0.227525
1013, 10.130000, -0.039092, 0.266602, 0.227510
1014, 10.140000, -0.039163, 0.266657, 0.227494
1015, 10.150000, -0.039234, 0.266712, 0.227478
1016, 10.160000, -0.039305, 0.266767, 0.227462
1017, 10.170000, -0.039377, 0.266823, 0.227446
1018, 10.180000, -0.039449, 0.266879, 0.227430
1019, 10.190000, -0.039522, 0.266936, 0.227414
1020, 10.200000, -0.039595, 0.266993, 0.227398
1021, 10.210000, -0.039669, 0.267051, 0.227382
1022, 10.220000, -0.039743, 0.267109, 0.227366
1023, 10.230000, -0.039817, 0.267167, 0.227350
1024, 10.240000, -0.039892, 0.267226, 0.227334
1025, 10.250000, -0.039968, 0.267285, 0.227318
1026, 10.260000, -0.040044, 0.267345, 0.227302
1027, 10.270000, -0.040120, 0.267405, 0.227285
1028, 10.280000, -0.040197, 0.267466, 0.227269
1029, 10.290000, -0.040274, 0.267527, 0.227253
1030, 10.300000, -0.040352, 0.267588, 0.227236
1031, 10.310000, -0.040430, 0.267650, 0.227220
1032, 10.320000, -0.040508, 0.267712, 0.227204
1033, 10.330000, -0.040587, 0.267775, 0.227187
1034, 10.340000, -0.040667, 0.267837, 0.227171
1035, 10.350000, -0.040747, 0.267901, 0.227154
1036, 10.360000, -0.040827, 0.267965, 0.227138
1037, 10.370000, -0.040908, 0.268029, 0.227121
1038, 10.380000, -0.040989, 0.268093, 0.227104
1039, 10.390000, -0.041071, 0.268158, 0.227088
1040, 10.400000, -0.041153, 0.268224, 0.227071
1041, 10.410000, -0.041235, 0.268290, 0.227054
1042, 10.420000, -0.041318, 0.268356, 0.227038
1043, 10.430000, -0.041401, 0.268422, 0.227021
1044, 10.440000, -0.041485, 0.268489, 0.227004
1045, 10.450000, -0.041569, 0.268557, 0.226987
1046, 10.460000, -0.041654, 0.268624, 0.226971
1047, 10.470000, -0.041739, 0.268692, 0.226954
1048, 10.480000, -0.041824, 0.268761, 0.226937
1049, 10.490000, -0.041910, 0.268830, 0.226920
1050, 10.500000, -0.041996, 0.268899, 0.226903
1051, 10.510000, -0.042083, 0.268969, 0.226886
1052, 10.520000, -0.042170, 0.269039, 0.226869
1053, 10.530000, -0.042258, 0.269109, 0.226852
1054, 10.540000, -0.042346, 0.269180, 0.226835
1055, 10.550000, -0.042434, 0.269251, 0.226818
1056, 10.560000, -0.042523, 0.269323, 0.226800
1057, 10.570000, -0.042612, 0.269395, 0.226783
1058, 10.580000, -0.042701, 0.269467, 0.226766
1059, 10.590000, -0.042791, 0.269540, 0.226749
1060, 10.600000, -0.042881, 0.269613, 0.226732
1061, 10.610000, -0.042972, 0.269686, 0.226714
1062, 10.620000, -0.043063, 0.269760, 0.226697
1063, 10.630000, -0.043155, 0.269834, 0.226680
1064, 10.640000, -0.043247, 0.269909, 0.226662
1065, 10.650000, -0.043339, 0.269984, 0.226645
1066, 10.660000, -0.043432, 0.270059, 0.226627
1067, 10.670000, -0.043525, 0.270135, 0.226610
