Time_step, Time, Epot, Ekin, Etot
1068, 10.680000, -0.043618, 0.270211, 0.226593
1069, 10.690000, -0.043712, 0.270287, 0.226575
1070, 10.700000, -0.043806, 0.270364, 0.226557
1071, 10.710000, -0.043901, 0.270441, 0.226540
1072, 10.720000, -0.043996, 0.270518, 0.226522
1073, 10.730000, -0.044091, 0.270596, 0.226505
1074, 10.740000, -0.044187, 0.270674, 0.226487
1075, 10.750000, -0.044283, 0.270753, 0.226469
1076, 10.760000, -0.044380, 0.270831, 0.226452
1077, 10.770000, -0.044476, 0.270910, 0.226434
1078, 10.780000, -0.044574, 0.270990, 0.226416
1079, 10.790000, -0.044671, 0.271070, 0.226399
1080, 10.800000, -0.044769, 0.271150, 0.226381
1081, 10.810000, -0.044868, 0.271231, 0.226363
1082, 10.820000, -0.044966, 0.271311, 0.226345
1083, 10.830000, -0.045065, 0.271393, 0.226327
1084, 10.840000, -0.045165, 0.271474, 0.226309
1085, 10.850000, -0.045264, 0.271556, 0.226292
1086, 10.860000, -0.045365, 0.271638, 0.226274
1087, 10.870000, -0.045465, 0.271721, 0.226256
1088, 10.880000, -0.045566, 0.271804, 0.226238
1089, 10.890000, -0.045667, 0.271887, 0.226220
1090, 10.900000, -0.045769, 0.271970, 0.226202
1091, 10.910000, -0.045870, 0.272054, 0.226184
1092, 10.920000, -0.045973, 0.272138, 0.226166
1093, 10.930000, -0.046075, 0.272223, 0.226147
1094, 10.940000, -0.046178, 0.272307, 0.226129
1095, 10.950000, -0.046281, 0.272393, 0.226111
1096, 10.960000, -0.046385, 0.272478, 0.226093
1097, 10.970000, -0.046489, 0.272564, 0.226075
1098, 10.980000, -0.046593, 0.272650, 0.226057
1099, 10.990000, -0.046698, 0.272736, 0.226039
1100, 11.000000, -0.046803, 0.272823, 0.226020
1101, 11.010000, -0.046908, 0.272910, 0.226002
1102, 11.020000, -0.047013, 0.272997, 0.225984
1103, 11.030000, -0.047119, 0.273085, 0.225965
1104, 11.040000, -0.047225, 0.273173, 0.225947
1105, 11.050000, -0.047332, 0.273261, 0.225929
1106, 11.060000, -0.047439, 0.273349, 0.225910
1107, 11.070000, -0.047546, 0.273438, 0.225892
1108, 11.080000, -0.047653, 0.273527, 0.225874
1109, 11.090000, -0.047761, 0.273617, 0.225855
1110, 11.100000, -0.047869, 0.273706, 0.225837
1111, 11.110000, -0.047978, 0.273796, 0.225818
1112, 11.120000, -0.048087, 0.273886, 0.225800
1113, 11.130000, -0.048196, 0.273977, 0.225781
1114, 11.140000, -0.048305, 0.274068, 0.225763
1115, 11.150000, -0.048415, 0.274159, 0.225744
1116, 11.160000, -0.048525, 0.274250, 0.225726
1117, 11.170000, -0.048635, 0.274342, 0.225707
1118, 11.180000, -0.048745, 0.274434, 0.225689
1119, 11.190000, -0.048856, 0.274526, 0.225670
1120, 11.200000, -0.048967, 0.274619, 0.225652
1121, 11.210000, -0.049079, 0.274712, 0.225633
1122, 11.220000, -0.049191, 0.274805, 0.225614
1123, 11.230000, -0.049303, 0.274898, 0.225596
1124, 11.240000, -0.049415, 0.274992, 0.225577
1125, 11.250000, -0.049527, 0.275086, 0.225558
1126, 11.260000, -0.049640, 0.275180, 0.225539
1127, 11.270000, -0.049753, 0.275274, 0.225521
1128, 11.280000, -0.049867, 0.275369, 0.225502
1129, 11.290000, -0.049981, 0.275464, 0.225483
1130, 11.300000, -0.050095, 0.275559, 0.225464
1131, 11.310000, -0.050209, 0.275654, 0.225446
1132, 11.320000, -0.050323, 0.275750, 0.225427
1133, 11.330000, -0.050438, 0.275846, 0.225408
1134, 11.340000, -0.050553, 0.275942, 0.225389
1135, 11.350000, -0.050668, 0.276039, 0.225370
1136, 11.360000, -0.050784, 0.276136, 0.225352
1137, 11.370000, -0.050900, 0.276233, 0.225333
1138, 11.380000, -0.051016, 0.276330, 0.225314
1139, 11.390000, -0.051132, 0.276427, 0.225295
1140, 11.400000, -0.051249, 0.276525, 0.225276
1141, 11.410000, -0.051366, 0.276623, 0.225257
1142, 11.420000, -0.051483, 0.276721, 0.225238
1143, 11.430000, -0.051600, 0.276820, 0.225219
1144, 11.440000, -0.051718, 0.276918, 0.225200
1145, 11.450000, -0.051836, 0.277017, 0.225181
1146, 11.460000, -0.051954, 0.277116, 0.225162
1147, 11.470000, -0.052072, 0.277216, 0.225143
1148, 11.480000, -0.052191, 0.277315, 0.225124
1149, 11.490000, -0.052310, 0.277415, 0.225105
1150, 11.500000, -0.052429, 0.277515, 0.225086
1151, 11.510000, -0.052548, 0.277615, 0.225067
1152, 11.520000, -0.052668, 0.277716, 0.225048
1153, 11.530000, -0.052787, 0.277816, 0.225029
1154, 11.540000, -0.052907, 0.277917, 0.225010
1155, 11.550000, -0.053028, 0.278018, 0.224991
1156, 11.560000, -0.053148, 0.278120, 0.224972
1157, 11.570000, -0.053269, 0.278221, 0.224953
1158, 11.580000, -0.053390, 0.278323, 0.224933
1159, 11.590000, -0.053511, 0.278425, 0.224914
1160, 11.600000, -0.053632, 0.278527, 0.224895
1161, 11.610000, -0.053754, 0.278630, 0.224876
1162, 11.620000, -0.053875, 0.278732, 0.224857
1163, 11.630000, -0.053997, 0.278835, 0.224838
1164, 11.640000, -0.054120, 0.278938, 0.224819
1165, 11.650000, -0.054242, 0.279041, 0.224799
1166, 11.660000, -0.054365, 0.279145, 0.224780
1167, 11.670000, -0.054487, 0.279248, 0.224761
1168, 11.680000, -0.054610, 0.279352, 0.224742
1169, 11.690000, -0.054733, 0.279456, 0.224723
1170, 11.700000, -0.054857, 0.279560, 0.224703
1171, 11.710000, -0.054980, 0.279665, 0.224684
1172, 11.720000, -0.055104, 0.279769, 0.224665
1173, 11.730000, -0.055228, 0.279874, 0.224646
1174, 11.740000, -0.055352, 0.279979, 0.224626
1175, 11.750000, -0.055477, 0.280084, 0.224607
1176, 11.760000, -0.055601, 0.280189, 0.224588
1177, 11.770000, -0.055726, 0.280294, 0.224569
1178, 11.780000, -0.055851, 0.280400, 0.224549
1179, 11.790000, -0.055976, 0.280506, 0.224530
1180, 11.800000, -0.056101, 0.280612, 0.224511
1181, 11.810000, -0.056226, 0.280718, 0.224492
1182, 11.820000, -0.056352, 0.280824, 0.224472
1183, 11.830000, -0.056478, 0.280931, 0.224453
1184, 11.840000, -0.056604, 0.281037, 0.224434
1185, 11.850000, -0.056730, 0.281144, 0.224414
1186, 11.860000, -0.056856, 0.281251, 0.224395
1187, 11.870000, -0.056982, 0.281358, 0.224376
1188, 11.880000, -0.057109, 0.281465, 0.224356
1189, 11.890000, -0.057236, 0.281573, 0.224337
1190, 11.900000, -0.057363, 0.281680, 0.224318
1191, 11.910000, -0.057490, 0.281788, 0.224298
1192, 11.920000, -0.057617, 0.281896, 0.224279
1193, 11.930000, -0.057744, 0.282004, 0.224260
1194, 11.940000, -0.057872, 0.282112, 0.224240
1195, 11.950000, -0.057999, 0.282220, 0.224221
1196, 11.960000, -0.058127, 0.282329, 0.224202
1197, 11.970000, -0.058255, 0.282437, 0.224182
1198, 11.980000, -0.058383, 0.282546, 0.224163
1199, 11.990000, -0.058511, 0.282655, 0.224144
1200, 12.000000, -0.058639, 0.282764, 0.224124
1201, 12.010000, -0.058768, 0.282873, 0.224105
1202, 12.020000, -0.058896, 0.282982, 0.224086
1203, 12.030000, -0.059025, 0.283091, 0.224066
1204, 12.040000, -0.059154, 0.283201, 0.224047
1205, 12.050000, -0.059283, 0.283311, 0.224028
1206, 12.060000, -0.059412, 0.283420, 0.224008
1207, 12.070000, -0.059541, 0.283530, 0.223989
1208, 12.080000, -0.059670, 0.283640, 0.223970
1209, 12.090000, -0.059800, 0.283750, 0.223950
1210, 12.100000, -0.059929, 0.283860, 0.223931
1211, 12.110000, -0.060059, 0.283971, 0.223912
1212, 12.120000, -0.060189, 0.284081, 0.223892
1213, 12.130000, -0.060319, 0.284192, 0.223873
1214, 12.140000, -0.060449, 0.284302, 0.223854
1215, 12.150000, -0.060579, 0.284413, 0.223834
1216, 12.160000, -0.060709, 0.284524, 0.223815
1217, 12.170000, -0.060839, 0.284635, 0.223796
1218, 12.180000, -0.060970, 0.284746, 0.223776
1219, 12.190000, -0.061100, 0.284857, 0.223757
1220, 12.200000, -0.061231, 0.284968, 0.223738
1221, 12.210000, -0.061361, 0.285080, 0.223718
1222, 12.220000, -0.061492, 0.285191, 0.223699
1223, 12.230000, -0.061623, 0.285303, 0.223680
1224, 12.240000, -0.061754, 0.285414, 0.223660
1225, 12.250000, -0.061885, 0.285526, 0.223641
1226, 12.260000, -0.062016, 0.285638, 0.223622
1227, 12.270000, -0.062147, 0.285750, 0.223603
1228, 12.280000, -0.062278, 0.285862, 0.223583
1229, 12.290000, -0.062410, 0.285974, 0.223564
1230, 12.300000, -0.062541, 0.286086, 0.223545
1231, 12.310000, -0.062672, 0.286198, 0.223525
1232, 12.320000, -0.062804, 0.286310, 0.223506
1233, 12.330000, -0.062936, 0.286422, 0.223487
1234, 12.340000, -0.063067, 0.286535, 0.223468
1235, 12.350000, -0.063199, 0.286647, 0.223448
1236, 12.360000, -0.063331, 0.286760, 0.223429
1237, 12.370000, -0.063463, 0.286872, 0.223410
1238, 12.380000, -0.063594, 0.286985, 0.223391
1239, 12.390000, -0.063726, 0.287098, 0.223371
1240, 12.400000, -0.063858, 0.287210, 0.223352
1241, 12.410000, -0.063990, 0.287323, 0.223333
1242, 12.420000, -0.064122, 0.287436, 0.223314
1243, 12.430000, -0.064255, 0.287549, 0.223295
1244, 12.440000, -0.064387, 0.287662, 0.223275
1245, 12.450000, -0.064519, 0.287775, 0.223256
1246, 12.460000, -0.064651, 0.287888, 0.223237
1247, 12.470000, -0.064783, 0.288001, 0.223218
1248, 12.480000, -0.064916, 0.288114, 0.223199
1249, 12.490000, -0.065048, 0.288228, 0.223180
1250, 12.500000, -0.065181, 0.288341, 0.223160
1251, 12.510000, -0.065313, 0.288454, 0.223141
1252, 12.520000, -0.065445, 0.288567, 0.223122
1253, 12.530000, -0.065578, 0.288681, 0.223103
1254, 12.540000, -0.065710, 0.288794, 0.223084
1255, 12.550000, -0.065843, 0.288908, 0.223065
1256, 12.560000, -0.065975, 0.289021, 0.223046
1257, 12.570000, -0.066108, 0.289134, 0.223027
1258, 12.580000, -0.066240, 0.289248, 0.223008
1259, 12.590000, -0.066373, 0.289361, 0.222989
1260, 12.600000, -0.066505, 0.289475, 0.222970
1261, 12.610000, -0.066638, 0.289589, 0.222950
1262, 12.620000, -0.066771, 0.289702, 0.222931
1263, 12.630000, -0.066903, 0.289816, 0.222912
1264, 12.640000, -0.067036, 0.289929, 0.222893
1265, 12.650000, -0.067168, 0.290043, 0.222874
1266, 12.660000, -0.067301, 0.290156, 0.222856
1267, 12.670000, -0.067433, 0.290270, 0.222837
1268, 12.680000, -0.067566, 0.290384, 0.222818
1269, 12.690000, -0.067699, 0.290497, 0.222799
1270, 12.700000, -0.067831, 0.290611, 0.222780
1271, 12.710000, -0.067964, 0.290724, 0.222761
1272, 12.720000, -0.068096, 0.290838, 0.222742
1273, 12.730000, -0.068229, 0.290952, 0.222723
1274, 12.740000, -0.068361, 0.291065, 0.222704
1275, 12.750000, -0.068493, 0.291179, 0.222685
1276, 12.760000, -0.068626, 0.291292, 0.222667
1277, 12.770000, -0.068758, 0.291406, 0.222648
1278, 12.780000, -0.068891, 0.291520, 0.222629
1279, 12.790000, -0.069023, 0.291633, 0.222610
1280, 12.800000, -0.069155, 0.291747, 0.222591
1281, 12.810000, -0.069288, 0.291860, 0.222573
1282, 12.820000, -0.069420, 0.291974, 0.222554
1283, 12.830000, -0.069552, 0.292087, 0.222535
1284, 12.840000, -0.069684, 0.292201, 0.222516
1285, 12.850000, -0.069816, 0.292314, 0.222498
1286, 12.860000, -0.069948, 0.292427, 0.222479
1287, 12.870000, -0.070080, 0.292541, 0.222460
1288, 12.880000, -0.070212, 0.292654, 0.222442
1289, 12.890000, -0.070344, 0.292767, 0.222423
1290, 12.900000, -0.070476, 0.292880, 0.222404
1291, 12.910000, -0.070608, 0.292994, 0.222386
1292, 12.920000, -0.070739, 0.293107, 0.222367
1293, 12.930000, -0.070871, 0.293220, 0.222349
1294, 12.940000, -0.071003, 0.293333, 0.222330
1295, 12.950000, -0.071134, 0.293446, 0.222312
1296, 12.960000, -0.071266, 0.293559, 0.222293
1297, 12.970000, -0.071397, 0.293672, 0.222275
1298, 12.980000, -0.071529, 0.293785, 0.222256
1299, 12.990000, -0.071660, 0.293898, 0.222238
1300, 13.000000, -0.071791, 0.294010, 0.222219
1301, 13.010000, -0.071922, 0.294123, 0.222201
1302, 13.020000, -0.072053, 0.294236, 0.222183
1303, 13.030000, -0.072184, 0.294348, 0.222164
1304, 13.040000, -0.072315, 0.294461, 0.222146
1305, 13.050000, -0.072446, 0.294573, 0.222127
1306, 13.060000, -0.072577, 0.294686, 0.222109
1307, 13.070000, -0.072707, 0.294798, 0.222091
1308, 13.080000, -0.072838, 0.294910, 0.222073
1309, 13.090000, -0.072968, 0.295022, 0.222054
1310, 13.100000, -0.073099, 0.295135, 0.222036
1311, 13.110000, -0.073229, 0.295247, 0.222018
1312, 13.120000, -0.073359, 0.295359, 0.222000
1313, 13.130000, -0.073489, 0.295470, 0.221982
1314, 13.140000, -0.073619, 0.295582, 0.221963
1315, 13.150000, -0.073749, 0.295694, 0.221945
1316, 13.160000, -0.073878, 0.295806, 0.221927
1317, 13.170000, -0.074008, 0.295917, 0.221909
1318, 13.180000, -0.074138, 0.296029, 0.221891
1319, 13.190000, -0.074267, 0.296140, 0.221873
1320, 13.200000, -0.074396, 0.296251, 0.221855
1321, 13.210000, -0.074525, 0.296362, 0.221837
1322, 13.220000, -0.074654, 0.296473, 0.221819
1323, 13.230000, -0.074783, 0.296584, 0.221801
1324, 13.240000, -0.074912, 0.296695, 0.221783
1325, 13.250000, -0.075041, 0.296806, 0.221765
1326, 13.260000, -0.075169, 0.296917, 0.221747
1327, 13.270000, -0.075298, 0.297027, 0.221730
1328, 13.280000, -0.075426, 0.297138, 0.221712
1329, 13.290000, -0.075554, 0.297248, 0.221694
1330, 13.300000, -0.075682, 0.297358, 0.221676
1331, 13.310000, -0.075810, 0.297469, 0.221658
1332, 13.320000, -0.075938, 0.297579, 0.221641
1333, 13.330000, -0.076066, 0.297689, 0.221623
1334, 13.340000, -0.076193, 0.297798, 0.221605
1335, 13.350000, -0.076320, 0.297908, 0.221588
1336, 13.360000, -0.076448, 0.298018, 0.221570
1337, 13.370000, -0.076575, 0.298127, 0.221552
1338, 13.380000, -0.076701, 0.298236, 0.221535
1339, 13.390000, -0.076828, 0.298345, 0.221517
1340, 13.400000, -0.076955, 0.298454, 0.221500
1341, 13.410000, -0.077081, 0.298563, 0.221482
1342, 13.420000, -0.077207, 0.298672, 0.221465
1343, 13.430000, -0.077333, 0.298781, 0.221447
1344, 13.440000, -0.077459, 0.298889, 0.221430
1345, 13.450000, -0.077585, 0.298998, 0.221413
1346, 13.460000, -0.077711, 0.299106, 0.221395
1347, 13.470000, -0.077836, 0.299214, 0.221378
1348, 13.480000, -0.077961, 0.299322, 0.221361
1349, 13.490000, -0.078086, 0.299430, 0.221343
1350, 13.500000, -0.078211, 0.299538, 0.221326
1351, 13.510000, -0.078336, 0.299645, 0.221309
1352, 13.520000, -0.078461, 0.299752, 0.221292
1353, 13.530000, -0.078585, 0.299860, 0.221275
1354, 13.540000, -0.078709, 0.299967, 0.221257
1355, 13.550000, -0.078833, 0.300074, 0.221240
1356, 13.560000, -0.078957, 0.300180, 0.221223
1357, 13.570000, -0.079081, 0.300287, 0.221206
1358, 13.580000, -0.079204, 0.300393, 0.221189
1359, 13.590000, -0.079327, 0.300500, 0.221172
1360, 13.600000, -0.079450, 0.300606, 0.221155
1361, 13.610000, -0.079573, 0.300712, 0.221138
1362, 13.620000, -0.079696, 0.300818, 0.221121
1363, 13.630000, -0.079818, 0.300923, 0.221105
1364, 13.640000, -0.079941, 0.301029, 0.221088
1365, 13.650000, -0.080063, 0.301134, 0.221071
1366, 13.660000, -0.080185, 0.301239, 0.221054
1367, 13.670000, -0.080306, 0.301344, 0.221037
1368, 13.680000, -0.080428, 0.301449, 0.221021
1369, 13.690000, -0.080549, 0.301553, 0.221004
1370, 13.700000, -0.080670, 0.301658, 0.220987
1371, 13.710000, -0.080791, 0.301762, 0.220971
1372, 13.720000, -0.080911, 0.301866, 0.220954
1373, 13.730000, -0.081032, 0.301970, 0.220938
1374, 13.740000, -0.081152, 0.302073, 0.220921
1375, 13.750000, -0.081272, 0.302177, 0.220905
1376, 13.760000, -0.081392, 0.302280, 0.220888
1377, 13.770000, -0.081511, 0.302383, 0.220872
1378, 13.780000, -0.081630, 0.302486, 0.220856
1379, 13.790000, -0.081749, 0.302589, 0.220839
1380, 13.800000, -0.081868, 0.302691, 0.220823
1381, 13.810000, -0.081987, 0.302793, 0.220807
1382, 13.820000, -0.082105, 0.302896, 0.220790
1383, 13.830000, -0.082223, 0.302997, 0.220774
1384, 13.840000, -0.082341, 0.303099, 0.220758
1385, 13.850000, -0.082459, 0.303201, 0.220742
1386, 13.860000, -0.082576, 0.303302, 0.220726
1387, 13.870000, -0.082693, 0.303403, 0.220710
1388, 13.880000, -0.082810, 0.303504, 0.220694
1389, 13.890000, -0.082927, 0.303604, 0.220678
1390, 13.900000, -0.083043, 0.303705, 0.220662
1391, 13.910000, -0.083159, 0.303805, 0.220646
1392, 13.920000, -0.083275, 0.303905, 0.220630
1393, 13.930000, -0.083391, 0.304005, 0.220614
1394, 13.940000, -0.083506, 0.304104, 0.220598
1395, 13.950000, -0.083621, 0.304204, 0.220582
1396, 13.960000, -0.083736, 0.304303, 0.220567
1397, 13.970000, -0.083851, 0.304402, 0.220551
1398, 13.980000, -0.083965, 0.304501, 0.220535
1399, 13.990000, -0.084079, 0.304599, 0.220520
1400, 14.000000, -0.084193, 0.304697, 0.220504
1401, 14.010000, -0.084307, 0.304795, 0.220488
1402, 14.020000, -0.084420, 0.304893, 0.220473
1403, 14.030000, -0.084533, 0.304990, 0.220457
1404, 14.040000, -0.084646, 0.305088, 0.220442
1405, 14.050000, -0.084758, 0.305185, 0.220426
1406, 14.060000, -0.084871, 0.305282, 0.220411
1407, 14.070000, -0.084982, 0.305378, 0.220396
1408, 14.080000, -0.085094, 0.305474, 0.220380
1409, 14.090000, -0.085205, 0.305571, 0.220365
1410, 14.100000, -0.085316, 0.305666, 0.220350
1411, 14.110000, -0.085427, 0.305762, 0.220335
1412, 14.120000, -0.085538, 0.305857, 0.220320
1413, 14.130000, -0.085648, 0.305952, 0.220304
1414, 14.140000, -0.085758, 0.306047, 0.220289
1415, 14.150000, -0.085868, 0.306142, 0.220274
1416, 14.160000, -0.085977, 0.306236, 0.220259
1417, 14.170000, -0.086086, 0.306330, 0.220244
1418, 14.180000, -0.086195, 0.306424, 0.220229
1419, 14.190000, -0.086303, 0.306518, 0.220215
1420, 14.200000, -0.086411, 0.306611, 0.220200
1421, 14.210000, -0.086519, 0.306704, 0.220185
1422, 14.220000, -0.086627, 0.306797, 0.220170
1423, 14.230000, -0.086734, 0.306889, 0.220155
1424, 14.240000, -0.086841, 0.306982, 0.220141
1425, 14.250000, -0.086947, 0.307074, 0.220126
1426, 14.260000, -0.087054, 0.307165, 0.220112
1427, 14.270000, -0.087160, 0.307257, 0.220097
1428, 14.280000, -0.087266, 0.307348, 0.220082
1429, 14.290000, -0.087371, 0.307439, 0.220068
1430, 14.300000, -0.087476, 0.307530, 0.220054
1431, 14.310000, -0.087581, 0.307620, 0.220039
1432, 14.320000, -0.087685, 0.307710, 0.220025
1433, 14.330000, -0.087789, 0.307800, 0.220010
1434, 14.340000, -0.087893, 0.307889, 0.219996
1435, 14.350000, -0.087997, 0.307978, 0.219982
1436, 14.360000, -0.088100, 0.308067, 0.219968
1437, 14.370000, -0.088202, 0.308156, 0.219954
1438, 14.380000, -0.088305, 0.308245, 0.219940
1439, 14.390000, -0.088407, 0.308333, 0.219926
1440, 14.400000, -0.088509, 0.308420, 0.219911
1441, 14.410000, -0.088610, 0.308508, 0.219898
1442, 14.420000, -0.088712, 0.308595, 0.219884
1443, 14.430000, -0.088812, 0.308682, 0.219870
1444, 14.440000, -0.088913, 0.308769, 0.219856
1445, 14.450000, -0.089013, 0.308855, 0.219842
1446, 14.460000, -0.089113, 0.308941, 0.219828
1447, 14.470000, -0.089212, 0.309027, 0.219815
1448, 14.480000, -0.089311, 0.309112, 0.219801
1449, 14.490000, -0.089410, 0.309198, 0.219787
1450, 14.500000, -0.089509, 0.309282, 0.219774
1451, 14.510000, -0.089607, 0.309367, 0.219760
1452, 14.520000, -0.089704, 0.309451, 0.219747
1453, 14.530000, -0.089802, 0.309535, 0.219733
1454, 14.540000, -0.089899, 0.309619, 0.219720
1455, 14.550000, -0.089996, 0.309702, 0.219706
1456, 14.560000, -0.090092, 0.309785, 0.219693
1457, 14.570000, -0.090188, 0.309868, 0.219680
1458, 14.580000, -0.090283, 0.309950, 0.219667
1459, 14.590000, -0.090379, 0.310032, 0.219653
1460, 14.600000, -0.090474, 0.310114, 0.219640
1461, 14.610000, -0.090568, 0.310195, 0.219627
1462, 14.620000, -0.090662, 0.310276, 0.219614
1463, 14.630000, -0.090756, 0.310357, 0.219601
1464, 14.640000, -0.090850, 0.310438, 0.219588
1465, 14.650000, -0.090943, 0.310518, 0.219575
1466, 14.660000, -0.091035, 0.310598, 0.219562
1467, 14.670000, -0.091128, 0.310677, 0.219550
1468, 14.680000, -0.091220, 0.310756, 0.219537
1469, 14.690000, -0.091311, 0.310835, 0.219524
1470, 14.700000, -0.091402, 0.310914, 0.219511
1471, 14.710000, -0.091493, 0.310992, 0.219499
1472, 14.720000, -0.091584, 0.311070, 0.219486
1473, 14.730000, -0.091674, 0.311147, 0.219474
1474, 14.740000, -0.091763, 0.311225, 0.219461
1475, 14.750000, -0.091853, 0.311302, 0.219449
1476, 14.760000, -0.091942, 0.311378, 0.219436
1477, 14.770000, -0.092030, 0.311454, 0.219424
1478, 14.780000, -0.092118, 0.311530, 0.219412
1479, 14.790000, -0.092206, 0.311606, 0.219400
1480, 14.800000, -0.092294, 0.311681, 0.219387
1481, 14.810000, -0.092381, 0.311756, 0.219375
1482, 14.820000, -0.092467, 0.311830, 0.219363
1483, 14.830000, -0.092553, 0.311904, 0.219351
1484, 14.840000, -0.092639, 0.311978, 0.219339
1485, 14.850000, -0.092725, 0.312052, 0.219327
1486, 14.860000, -0.092810, 0.312125, 0.219315
1487, 14.870000, -0.092894, 0.312198, 0.219303
1488, 14.880000, -0.092979, 0.312270, 0.219291
1489, 14.890000, -0.093062, 0.312342, 0.219280
1490, 14.900000, -0.093146, 0.312414, 0.219268
1491, 14.910000, -0.093229, 0.312485, 0.219256
1492, 14.920000, -0.093312, 0.312556, 0.219245
1493, 14.930000, -0.093394, 0.312627, 0.219233
1494, 14.940000, -0.093476, 0.312697, 0.219221
1495, 14.950000, -0.093557, 0.312767, 0.219210
1496, 14.960000, -0.093638, 0.312837, 0.219199
1497, 14.970000, -0.093719, 0.312906, 0.219187
1498, 14.980000, -0.093799, 0.312975, 0.219176
1499, 14.990000, -0.093879, 0.313043, 0.219165
1500, 15.000000, -0.093958, 0.313111, 0.219153
1501, 15.010000, -0.094037, 0.313179, 0.219142
1502, 15.020000, -0.094115, 0.313247, 0.219131
1503, 15.030000, -0.094194, 0.313314, 0.219120
1504, 15.040000, -0.094271, 0.313380, 0.219109
1505, 15.050000, -0.094349, 0.313447, 0.219098
1506, 15.060000, -0.094426, 0.313513, 0.219087
1507, 15.070000, -0.094502, 0.313578, 0.219076
1508, 15.080000, -0.094578, 0.313643, 0.219065
1509, 15.090000, -0.094654, 0.313708, 0.219055
1510, 15.100000, -0.094729, 0.313773, 0.219044
1511, 15.110000, -0.094804, 0.313837, 0.219033
1512, 15.120000, -0.094878, 0.313900, 0.219022
1513, 15.130000, -0.094952, 0.313964, 0.219012
1514, 15.140000, -0.095025, 0.314027, 0.219001
1515, 15.150000, -0.095098, 0.314089, 0.218991
1516, 15.160000, -0.095171, 0.314151, 0.218980
1517, 15.170000, -0.095243, 0.314213, 0.218970
1518, 15.180000, -0.095315, 0.314275, 0.218960
1519, 15.190000, -0.095386, 0.314336, 0.218950
1520, 15.200000, -0.095457, 0.314396, 0.218939
1521, 15.210000, -0.095528, 0.314457, 0.218929
1522, 15.220000, -0.095598, 0.314517, 0.218919
1523, 15.230000, -0.095667, 0.314576, 0.218909
1524, 15.240000, -0.095736, 0.314635, 0.218899
1525, 15.250000, -0.095805, 0.314694, 0.218889
1526, 15.260000, -0.095873, 0.314752, 0.218879
1527, 15.270000, -0.095941, 0.314810, 0.218869
1528, 15.280000, -0.096009, 0.314868, 0.218859
1529, 15.290000, -0.096075, 0.314925, 0.218850
1530, 15.300000, -0.096142, 0.314982, 0.218840
1531, 15.310000, -0.096208, 0.315038, 0.218830
1532, 15.320000, -0.096274, 0.315094, 0.218821
1533, 15.330000, -0.096339, 0.315150, 0.218811
1534, 15.340000, -0.096404, 0.315205, 0.218802
1535, 15.350000, -0.096468, 0.315260, 0.218792
1536, 15.360000, -0.096532, 0.315314, 0.218783
1537, 15.370000, -0.096595, 0.315369, 0.218774
1538, 15.380000, -0.096658, 0.315422, 0.218764
1539, 15.390000, -0.096720, 0.315475, 0.218755
1540, 15.400000, -0.096782, 0.315528, 0.218746
1541, 15.410000, -0.096844, 0.315581, 0.218737
1542, 15.420000, -0.096905, 0.315633, 0.218728
1543, 15.430000, -0.096966, 0.315684, 0.218719
1544, 15.440000, -0.097026, 0.315736, 0.218710
1545, 15.450000, -0.097085, 0.315786, 0.218701
1546, 15.460000, -0.097145, 0.315837, 0.218692
1547, 15.470000, -0.097204, 0.315887, 0.218683
1548, 15.480000, -0.097262, 0.315936, 0.218674
1549, 15.490000, -0.097320, 0.315986, 0.218666
1550, 15.500000, -0.097377, 0.316034, 0.218657
1551, 15.510000, -0.097434, 0.316083, 0.218649
1552, 15.520000, -0.097491, 0.316131, 0.218640
1553, 15.530000, -0.097547, 0.316178, 0.218632
1554, 15.540000, -0.097602, 0.316225, 0.218623
1555, 15.550000, -0.097657, 0.316272, 0.218615
1556, 15.560000, -0.097712, 0.316318, 0.218606
1557, 15.570000, -0.097766, 0.316364, 0.218598
1558, 15.580000, -0.097820, 0.316410, 0.218590
1559, 15.590000, -0.097873, 0.316455, 0.218582
1560, 15.600000, -0.097926, 0.316500, 0.218574
1561, 15.610000, -0.097978, 0.316544, 0.218566
1562, 15.620000, -0.098030, 0.316588, 0.218558
1563, 15.630000, -0.098081, 0.316631, 0.218550
1564, 15.640000, -0.098132, 0.316674, 0.218542
1565, 15.650000, -0.098183, 0.316717, 0.218534
1566, 15.660000, -0.098232, 0.316759, 0.218526
1567, 15.670000, -0.098282, 0.316801, 0.218519
1568, 15.680000, -0.098331, 0.316842, 0.218511
1569, 15.690000, -0.098379, 0.316883, 0.218503
1570, 15.700000, -0.098427, 0.316923, 0.218496
1571, 15.710000, -0.098475, 0.316963, 0.218488
1572, 15.720000, -0.098522, 0.317003, 0.218481
1573, 15.730000, -0.098569, 0.317042, 0.218474
1574, 15.740000, -0.098615, 0.317081, 0.218466
1575, 15.750000, -0.098660, 0.317119, 0.218459
1576, 15.760000, -0.098705, 0.317157, 0.218452
1577, 15.770000, -0.098750, 0.317195, 0.218445
1578, 15.780000, -0.098794, 0.317232, 0.218438
1579, 15.790000, -0.098838, 0.317268, 0.218430
1580, 15.800000, -0.098881, 0.317305, 0.218423
1581, 15.810000, -0.098924, 0.317340, 0.218417
1582, 15.820000, -0.098966, 0.317376, 0.218410
1583, 15.830000, -0.099008, 0.317411, 0.218403
1584, 15.840000, -0.099049, 0.317445, 0.218396
